,TypeofContact,CityTier,Occupation,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,Passport,PitchSatisfactionScore,ProdTaken,age,duration,gender,product_pitched,trip_per_year,designation,income,info_1,info_2,info_3
1136,Company Invited,2,Small Business,1,3,3,0,4,1,21,780.0,male,Basic,3,Executive,246300.0,Single,Has Car,0
1137,Company Invited,2,Small Business,1,3,3,0,3,0,37,900.0,female,Basic,2,Executive,300000.0,Divorced,No Car,0
1138,Company Invited,2,Small Business,2,4,3,0,4,1,24,900.0,male,Basic,2,Executive,261255.0,Divorced,No Car,1
1139,Company Invited,2,Small Business,1,3,3,0,4,1,21,720.0,male,Basic,2,Executive,300000.0,Single,Has Car,0
1140,Company Invited,2,Small Business,2,3,3,0,3,0,32,1320.0,male,Deluxe,2,Manager,299100.0,Single,No Car,1
1141,Company Invited,2,Small Business,1,3,3,0,4,1,22,900.0,male,Basic,2,Executive,255645.0,Single,Has Car,0
1142,Self Enquiry,3,Small Business,2,3,3,0,4,1,27,780.0,male,Deluxe,4,Manager,302625.0,Single,No Car,1
1143,Self Enquiry,2,Small Business,1,3,4,0,4,0,59,1320.0,male,Deluxe,5,AVP,570000.0,Divorced,Has Car,0
1144,Company Invited,2,Small Business,1,3,3,0,4,0,32,720.0,male,Basic,3,Senior Manager,252405.0,Married,Has Car,0
1145,Company Invited,2,Small Business,1,4,3,0,3,0,24,660.0,female,Basic,8,Executive,261930.0,Single,No Car,0
1146,Self Enquiry,2,Small Business,1,3,3,0,3,0,26,480.0,male,Basic,8,Executive,254025.0,Divorced,Has Car,0
1147,Company Invited,2,Salaried,2,3,3,0,4,0,43,900.0,male,Standard,1,Senior Manager,316980.0,Married,Has Car,1
1148,Company Invited,2,Salaried,1,3,3,0,3,0,35,720.0,male,Standard,4,Senior Manager,355950.0,Single,Has Car,0
1149,Self Enquiry,3,Salaried,1,3,4,0,3,0,30,840.0,female,Basic,20,Executive,266310.0,Married,Has Car,0
1150,Company Invited,2,Salaried,1,3,3,0,3,0,30,660.0,female,Basic,2,Executive,260745.0,Married,Has Car,0
1151,Self Enquiry,3,Salaried,1,3,3,0,3,0,27,1260.0,male,Standard,2,Senior Manager,348300.0,Single,No Car,0
1152,Company Invited,2,Salaried,2,3,3,0,4,1,20,780.0,male,Deluxe,12,Manager,247410.0,Single,Has Car,1
1153,Self Enquiry,3,Small Business,1,3,3,1,3,0,22,1320.0,female,Basic,2,Executive,263685.0,Divorced,Has Car,0
1154,Self Enquiry,3,Salaried,1,3,4,1,4,1,50,960.0,male,Deluxe,4,AVP,500925.0,Married,Has Car,0
1155,Company Invited,2,Salaried,1,3,3,1,3,0,25,1380.0,male,Basic,3,Executive,259575.0,Single,Has Car,0
1156,Company Invited,2,Salaried,2,4,3,0,1,0,38,480.0,female,Deluxe,3,Manager,269220.0,Single,Has Car,1
1157,Self Enquiry,2,Salaried,2,4,3,0,2,0,50,900.0,male,Deluxe,24,AVP,444960.0,Single,Has Car,1
1158,Company Invited,1,Small Business,1,3,3,0,5,0,51,1020.0,female,Deluxe,4,AVP,278460.0,Single,No Car,0
1159,Self Enquiry,1,Small Business,1,3,3,0,5,1,27,840.0,male,Basic,3,Executive,270675.0,Married,Has Car,0
1160,Self Enquiry,1,Small Business,2,3,3,0,4,0,33,480.0,female,Basic,2,Executive,270750.0,Married,No Car,1
1161,Company Invited,1,Small Business,1,3,3,0,3,1,30,600.0,male,Basic,1,Executive,257925.0,Single,Has Car,0
1162,Company Invited,1,Large Business,2,3,3,0,4,0,36,1080.0,female,Basic,1,Executive,260130.0,Single,Has Car,1
1163,Company Invited,1,Small Business,2,3,3,0,5,0,36,1080.0,male,Deluxe,4,Manager,309030.0,Single,Has Car,1
1164,Company Invited,1,Small Business,1,3,3,0,4,1,32,1500.0,female,Basic,2,Executive,259860.0,Married,No Car,0
1165,Self Enquiry,1,Large Business,2,4,3,0,3,0,40,480.0,female,Basic,2,Executive,340605.0,Married,Has Car,1
1166,Self Enquiry,1,Salaried,2,3,3,0,4,0,29,780.0,female,Deluxe,3,Manager,285465.0,Married,Has Car,1
1167,Self Enquiry,1,Salaried,1,3,4,0,5,0,59,1140.0,female,King,6,VP,525255.0,Married,Has Car,0
1168,Self Enquiry,1,Small Business,1,3,3,1,3,0,38,480.0,female,Basic,4,Executive,260000.0,Married,No Car,0
1169,Self Enquiry,2,Small Business,2,4,3,1,2,0,56,720.0,female,Standard,2,Senior Manager,427830.0,Married,Has Car,1
1170,Self Enquiry,1,Small Business,2,5,3,0,1,0,37,720.0,male,Deluxe,3,Manager,362310.0,Single,No Car,0
1171,Company Invited,2,Salaried,2,4,3,0,4,0,34,1080.0,male,Deluxe,1,Manager,332550.0,Single,Has Car,1
1172,Company Invited,1,Salaried,2,3,4,1,4,1,47,840.0,male,Basic,2,Executive,267540.0,Married,No Car,1
1173,Self Enquiry,1,Salaried,1,3,3,1,4,0,40,1680.0,male,Deluxe,2,AVP,449550.0,Divorced,Has Car,0
1174,Self Enquiry,2,Small Business,2,4,3,0,1,0,54,840.0,male,King,2,AVP,562470.0,Divorced,Has Car,0
1175,Self Enquiry,3,Salaried,2,4,3,0,2,0,46,1320.0,female,Deluxe,7,Manager,330000.0,Divorced,No Car,1
1176,Self Enquiry,2,Salaried,2,4,3,1,2,0,43,540.0,female,Standard,2,Senior Manager,446430.0,Divorced,No Car,1
1177,Company Invited,1,Salaried,2,4,3,0,2,0,24,900.0,male,Basic,1,Executive,268350.0,Single,No Car,0
1178,Self Enquiry,3,Small Business,2,4,3,0,2,0,42,660.0,male,Deluxe,3,Manager,385650.0,Single,No Car,0
1179,Company Invited,3,Salaried,2,4,3,0,2,0,30,1440.0,male,Deluxe,3,Manager,397260.0,Married,Has Car,1
1180,Self Enquiry,2,Large Business,2,4,3,0,2,0,38,720.0,male,Standard,2,Senior Manager,377700.0,Divorced,No Car,1
1181,Self Enquiry,3,Small Business,2,4,4,0,2,0,34,960.0,male,Standard,2,Senior Manager,321090.0,Married,No Car,0
1182,Company Invited,2,Small Business,2,4,3,0,2,0,56,480.0,female,Deluxe,6,AVP,413505.0,Single,Has Car,1
1183,Self Enquiry,3,Salaried,2,4,3,0,1,0,61,420.0,male,Deluxe,4,Manager,393480.0,Single,No Car,0
1184,Company Invited,2,Salaried,2,4,3,0,2,0,40,900.0,male,Deluxe,5,Manager,359655.0,Married,No Car,1
1185,Self Enquiry,2,Small Business,2,4,3,0,2,0,33,600.0,female,Standard,2,Senior Manager,385560.0,Married,Has Car,1
1186,Self Enquiry,2,Salaried,2,4,3,0,2,0,40,420.0,male,Deluxe,5,Manager,323190.0,Divorced,No Car,1
1187,Self Enquiry,2,Large Business,2,4,3,0,2,1,20,480.0,male,Basic,2,Executive,255600.0,Single,Has Car,1
1188,Company Invited,3,Large Business,2,4,3,0,2,1,35,780.0,male,Basic,2,Executive,256170.0,Single,Has Car,0
1189,Company Invited,2,Salaried,2,4,3,0,2,1,25,660.0,female,Basic,2,Executive,300000.0,Single,Has Car,0
1190,Self Enquiry,2,Small Business,2,4,3,0,2,0,29,480.0,male,Basic,2,Executive,369585.0,Married,Has Car,0
1191,Company Invited,2,Small Business,2,4,4,0,2,1,20,840.0,female,Basic,3,Executive,260000.0,Single,Has Car,0
1192,Self Enquiry,2,Small Business,2,4,3,0,2,0,30,1020.0,male,Basic,2,Executive,300000.0,Married,No Car,0
1193,Self Enquiry,2,Small Business,2,4,3,0,1,0,28,360.0,female,Standard,2,Senior Manager,380000.0,Married,No Car,0
1194,Self Enquiry,2,Small Business,2,4,3,0,2,1,24,1440.0,male,Basic,2,Executive,263640.0,Single,No Car,1
1195,Company Invited,2,Small Business,2,4,3,0,2,0,44,1380.0,male,Deluxe,5,AVP,377730.0,Divorced,No Car,0
1196,Self Enquiry,2,Small Business,2,4,3,0,2,1,30,720.0,male,Basic,2,Executive,260000.0,Married,Has Car,0
1197,Company Invited,2,Small Business,2,4,3,0,2,0,26,1080.0,male,Basic,8,Executive,262770.0,Single,Has Car,0
1198,Self Enquiry,2,Salaried,2,4,3,0,2,1,39,660.0,male,Basic,32,Executive,371610.0,Single,No Car,1
1199,Company Invited,2,Small Business,2,4,3,0,1,0,58,840.0,female,Deluxe,20,AVP,508455.0,Divorced,No Car,1
1200,Self Enquiry,2,Salaried,2,4,3,0,2,0,40,840.0,male,Standard,2,Senior Manager,423540.0,Married,Has Car,1
1201,Self Enquiry,2,Small Business,2,4,4,0,2,0,53,900.0,female,Standard,1,Senior Manager,432885.0,Married,Has Car,0
1202,Self Enquiry,2,Salaried,2,4,3,0,1,0,31,780.0,male,Standard,8,Senior Manager,360000.0,Single,No Car,0
1203,Self Enquiry,2,Small Business,2,4,3,0,1,0,57,840.0,male,Deluxe,2,AVP,400000.0,Single,No Car,1
1204,Company Invited,2,Salaried,2,4,3,0,1,0,35,900.0,female,Standard,5,Senior Manager,351900.0,Divorced,Has Car,0
1205,Company Invited,2,Small Business,2,4,3,0,1,0,52,900.0,female,Standard,5,Manager,341145.0,Married,No Car,0
1206,Company Invited,2,Small Business,2,4,3,0,2,0,38,720.0,male,Deluxe,2,AVP,449460.0,Single,Has Car,1
1207,Self Enquiry,2,Small Business,2,4,3,0,1,0,32,480.0,female,Standard,2,Senior Manager,382245.0,Divorced,Has Car,1
1208,Self Enquiry,2,Small Business,2,5,3,0,1,0,50,600.0,male,Basic,2,Executive,274275.0,Divorced,No Car,1
1209,Self Enquiry,2,Salaried,2,4,3,0,2,0,47,900.0,male,Deluxe,3,Manager,340000.0,Single,No Car,0
1210,Self Enquiry,2,Small Business,2,4,4,0,2,1,22,600.0,male,Standard,3,Senior Manager,461640.0,Married,No Car,0
1211,Self Enquiry,2,Salaried,2,400,3,0,2,0,50,420.0,female,Standard,12,Senior Manager,459240.0,Single,Has Car,0
1212,Self Enquiry,2,Small Business,2,4,3,0,2,0,58,1800.0,male,Deluxe,5,AVP,527385.0,Single,No Car,1
1213,Company Invited,2,Small Business,2,4,3,0,4,1,20,1020.0,male,Basic,3,Executive,300000.0,Divorced,Has Car,1
1214,Self Enquiry,2,Salaried,3,2,3,0,2,0,55,840.0,male,Deluxe,5,Senior Manager,353970.0,Single,No Car,2
1215,Company Invited,2,Salaried,2,4,3,1,1,0,50,420.0,male,Standard,2,Senior Manager,488235.0,Divorced,Has Car,1
1216,Self Enquiry,2,Salaried,2,4,3,1,1,0,42,900.0,male,Deluxe,3,Manager,358635.0,Divorced,No Car,1
1217,Company Invited,3,Salaried,2,4,3,1,2,0,41,660.0,male,Standard,5,Senior Manager,374745.0,Married,Has Car,1
1218,Self Enquiry,2,Salaried,2,4,3,1,1,0,30,720.0,male,Basic,1,Executive,351315.0,Married,No Car,1
1219,Self Enquiry,1,Salaried,2,3,3,1,1,0,57,600.0,male,King,4,VP,525225.0,Married,Has Car,0
1220,Self Enquiry,1,Salaried,2,4,4,0,2,0,38,480.0,female,Basic,7,Executive,276705.0,Divorced,Has Car,1
1221,Self Enquiry,1,Small Business,2,5,4,0,2,0,38,840.0,male,Basic,7,Executive,269355.0,Single,Has Car,1
1222,Company Invited,1,Large Business,2,4,3,0,1,0,40,2100.0,female,Deluxe,3,Manager,345300.0,Single,Has Car,1
1223,Self Enquiry,1,Small Business,2,5,3,0,1,0,27,540.0,male,Basic,3,Executive,321315.0,Married,Has Car,1
1224,Self Enquiry,1,Salaried,2,4,3,0,2,0,30,1740.0,male,Basic,7,Executive,343200.0,Divorced,Has Car,1
1225,Self Enquiry,1,Small Business,2,5,3,0,1,0,50,480.0,male,Basic,1,Executive,300000.0,Married,Has Car,1
1226,Self Enquiry,1,Salaried,2,4,3,0,1,0,60,600.0,female,Deluxe,5,AVP,400000.0,Married,Has Car,1
1227,Self Enquiry,1,Small Business,2,4,3,0,2,0,54,660.0,female,Deluxe,12,AVP,486405.0,Divorced,Has Car,1
1228,Self Enquiry,1,Salaried,2,400,3,0,1,0,58,540.0,male,Deluxe,5,AVP,569040.0,Single,Has Car,1
1229,Self Enquiry,1,Salaried,2,4,3,0,2,0,30,720.0,male,Basic,5,Executive,370425.0,Married,Has Car,1
1230,Self Enquiry,1,Salaried,2,4,3,0,2,0,45,780.0,female,Standard,2,Senior Manager,424905.0,Divorced,No Car,1
1231,Company Invited,1,Salaried,2,5,3,0,2,0,37,1800.0,female,Deluxe,3,Manager,319710.0,Married,No Car,1
1232,Company Invited,1,Salaried,2,4,3,0,1,0,54,660.0,female,Standard,2,Senior Manager,421200.0,Single,No Car,1
1233,Company Invited,1,Small Business,2,5,3,0,1,0,31,660.0,female,Deluxe,4,Manager,315435.0,Divorced,No Car,1
1234,Self Enquiry,1,Small Business,2,4,3,0,2,0,40,540.0,female,Basic,3,Executive,311505.0,Married,No Car,1
1235,Self Enquiry,1,Small Business,2,4,3,0,1,0,57,1380.0,female,Deluxe,2,Manager,345735.0,Married,No Car,1
1236,Company Invited,1,Small Business,2,5,3,0,2,0,46,420.0,female,Basic,8,Executive,279975.0,Single,No Car,1
1237,Company Invited,1,Salaried,2,4,3,0,2,0,41,840.0,male,Basic,1,Executive,349140.0,Married,Has Car,0
1238,Self Enquiry,1,Salaried,2,4,3,0,1,0,48,360.0,female,Standard,5,Senior Manager,401265.0,Married,No Car,1
1239,Self Enquiry,1,Small Business,3,2,3,0,2,0,35,1080.0,male,Basic,3,Executive,319980.0,Married,No Car,2
1240,Self Enquiry,1,Small Business,2,4,3,1,2,0,55,1440.0,female,Deluxe,6,Manager,451770.0,Single,Has Car,1
1241,Self Enquiry,2,Large Business,2,4,3,0,1,0,53,420.0,male,Deluxe,6,AVP,493440.0,Married,Has Car,1
1242,Self Enquiry,1,Salaried,2,4,3,0,2,0,52,480.0,male,King,5,VP,553560.0,Divorced,Has Car,1
1243,Self Enquiry,2,Large Business,1,3,3,0,2,1,20,780.0,male,Basic,2,Executive,254625.0,Single,No Car,0
1244,Company Invited,2,Salaried,1,3,3,0,2,0,34,840.0,male,Basic,2,Executive,258825.0,Divorced,Has Car,0
1245,Self Enquiry,3,Small Business,1,3,3,0,1,0,55,720.0,male,Deluxe,3,AVP,439950.0,Single,Has Car,0
1246,Self Enquiry,2,Large Business,1,3,3,0,2,1,38,900.0,male,Basic,2,Executive,260460.0,Single,No Car,0
1247,Self Enquiry,2,Salaried,2,3,3,0,2,1,22,960.0,male,Basic,2,Executive,262425.0,Single,No Car,1
1248,Self Enquiry,2,Small Business,2,4,3,0,2,0,45,780.0,male,Deluxe,8,AVP,426540.0,Single,No Car,1
1249,Company Invited,2,Large Business,3,3,3,0,3,0,22,1140.0,male,Basic,3,Executive,303015.0,Married,Has Car,2
1250,Self Enquiry,2,Small Business,2,3,3,0,4,1,25,780.0,male,Deluxe,3,Manager,298245.0,Divorced,No Car,1
1251,Company Invited,2,Small Business,2,3,3,0,4,0,38,660.0,female,Deluxe,3,Manager,318810.0,Married,No Car,1
1252,Self Enquiry,2,Small Business,2,4,3,0,4,0,34,960.0,male,Deluxe,2,Manager,363165.0,Divorced,No Car,1
1253,Self Enquiry,2,Small Business,2,3,3,0,4,0,23,840.0,female,Basic,2,Executive,256920.0,Single,No Car,1
1254,Company Invited,2,Large Business,1,3,3,0,2,1,19,1020.0,male,Basic,2,Executive,258420.0,Single,No Car,0
1255,Self Enquiry,2,Salaried,2,3,3,0,4,0,31,840.0,male,Standard,2,Senior Manager,400000.0,Married,Has Car,1
1256,Company Invited,2,Salaried,2,3,3,0,5,0,57,480.0,female,King,12,VP,417495.0,Married,Has Car,1
1257,Self Enquiry,2,Salaried,2,3,3,0,3,0,39,360.0,female,Basic,2,Executive,261300.0,Divorced,Has Car,1
1258,Company Invited,2,Small Business,3,3,3,0,2,0,40,840.0,male,Standard,5,Senior Manager,377820.0,Married,No Car,2
1259,Company Invited,2,Small Business,1,3,3,1,1,1,26,840.0,male,Basic,1,Executive,270000.0,Married,No Car,0
1260,Self Enquiry,1,Small Business,1,3,3,0,1,0,26,960.0,male,Basic,2,Executive,300000.0,Single,Has Car,0
1261,Company Invited,1,Large Business,1,3,3,0,2,0,36,480.0,male,Standard,2,Senior Manager,364875.0,Single,No Car,0
1262,Self Enquiry,1,Small Business,1,3,3,0,2,1,20,1020.0,male,Basic,4,Executive,253140.0,Single,Has Car,0
1263,Self Enquiry,1,Large Business,1,3,3,0,2,1,31,600.0,female,Basic,3,Executive,297765.0,Married,Has Car,0
1264,Company Invited,1,Salaried,2,3,3,0,2,0,30,780.0,male,Deluxe,2,Manager,271290.0,Single,Has Car,1
1265,Self Enquiry,1,Small Business,1,3,3,0,1,0,55,840.0,female,Basic,24,Executive,272235.0,Single,No Car,0
1266,Self Enquiry,1,Salaried,2,5,3,1,4,0,52,2100.0,male,Deluxe,3,Manager,315435.0,Single,No Car,1
1267,Self Enquiry,2,Large Business,2,5,3,0,2,0,33,600.0,male,Deluxe,4,Manager,343140.0,Single,No Car,1
1268,Self Enquiry,2,Salaried,2,5,3,0,2,0,34,780.0,male,Deluxe,3,Manager,455160.0,Single,Has Car,1
1269,Company Invited,3,Small Business,2,5,3,0,1,0,40,1920.0,male,Deluxe,12,Manager,344850.0,Divorced,Has Car,1
1270,Self Enquiry,1,Small Business,2,3,3,0,3,0,28,360.0,male,Deluxe,4,Manager,301860.0,Single,No Car,1
1271,Self Enquiry,1,Small Business,2,3,3,0,4,0,30,1020.0,female,Basic,2,Executive,257715.0,Married,Has Car,1
1272,Self Enquiry,1,Large Business,3,4,3,0,4,0,51,600.0,male,Basic,1,Executive,369045.0,Married,No Car,2
1273,Self Enquiry,2,Large Business,2,3,3,0,2,0,51,960.0,male,Deluxe,5,AVP,486870.0,Divorced,No Car,1
1274,Self Enquiry,1,Salaried,2,3,3,0,4,0,51,1320.0,male,Deluxe,6,Manager,324915.0,Married,No Car,1
1275,Self Enquiry,1,Large Business,2,3,3,1,3,0,37,900.0,male,Basic,2,Executive,268440.0,Married,Has Car,1
1276,Company Invited,1,Large Business,3,3,3,1,4,1,32,900.0,male,Basic,4,Executive,347700.0,Married,No Car,2
1277,Self Enquiry,1,Salaried,2,3,3,0,4,0,40,780.0,male,Deluxe,5,Manager,321750.0,Divorced,Has Car,1
1278,Company Invited,1,Small Business,2,5,3,0,2,0,26,540.0,male,Basic,2,Executive,250905.0,Single,No Car,0
1279,Self Enquiry,2,Small Business,2,6,3,0,2,1,21,1260.0,female,Basic,7,Executive,300000.0,Married,No Car,1
1280,Self Enquiry,2,Small Business,2,4,3,0,3,0,27,540.0,male,Basic,3,Executive,300000.0,Single,No Car,1
1281,Company Invited,2,Small Business,2,3,3,0,4,0,30,900.0,female,Deluxe,1,Manager,323175.0,Married,Has Car,1
1282,Company Invited,2,Small Business,3,3,3,0,3,0,50,960.0,male,Deluxe,1,AVP,509385.0,Divorced,Has Car,2
1283,Self Enquiry,2,Small Business,3,3,3,0,4,0,34,540.0,female,Deluxe,2,Manager,508665.0,Married,No Car,2
1284,Self Enquiry,2,Small Business,3,3,3,0,3,0,40,600.0,male,Basic,2,Executive,335565.0,Married,No Car,2
1285,Self Enquiry,2,Small Business,2,3,3,0,3,0,28,1020.0,male,Deluxe,2,Manager,309315.0,Married,Has Car,1
1286,Self Enquiry,2,Small Business,2,4,3,0,4,0,40,660.0,male,Deluxe,7,Manager,366150.0,Divorced,No Car,1
1287,Self Enquiry,2,Small Business,2,3,3,0,5,1,23,480.0,male,Basic,4,Executive,258015.0,Single,Has Car,1
1288,Self Enquiry,2,Large Business,3,3,3,0,4,1,57,1980.0,male,Basic,24,Executive,257640.0,Married,No Car,2
1289,Self Enquiry,2,Small Business,2,3,3,0,3,0,30,1080.0,female,Deluxe,7,Manager,312255.0,Married,Has Car,1
1290,Self Enquiry,3,Small Business,2,3,3,0,3,0,50,1200.0,male,Deluxe,2,Manager,363150.0,Single,No Car,1
1291,Self Enquiry,3,Small Business,2,3,4,0,4,0,30,960.0,male,King,2,VP,264000.0,Single,No Car,1
1292,Self Enquiry,3,Small Business,2,3,4,0,5,1,52,900.0,female,King,6,VP,472905.0,Married,No Car,1
1293,Company Invited,2,Small Business,2,3,3,0,4,0,30,540.0,male,Deluxe,5,Manager,317325.0,Single,No Car,1
1294,Company Invited,2,Small Business,2,3,3,0,4,0,33,1800.0,female,Basic,3,Executive,337770.0,Divorced,Has Car,1
1295,Company Invited,2,Salaried,2,5,3,0,2,1,29,780.0,male,Deluxe,3,Manager,301965.0,Single,No Car,0
1296,Self Enquiry,2,Small Business,2,5,3,0,2,0,45,600.0,male,Deluxe,7,Manager,352155.0,Single,No Car,1
1297,Company Invited,2,Small Business,2,5,3,0,2,0,56,720.0,male,Standard,4,Senior Manager,400000.0,Divorced,Has Car,1
1298,Company Invited,1,Salaried,2,5,3,0,2,0,56,1560.0,male,Deluxe,3,AVP,519000.0,Married,Has Car,1
1299,Company Invited,2,Salaried,2,3,3,0,3,0,34,900.0,male,Deluxe,1,Manager,331695.0,Divorced,No Car,1
1300,Self Enquiry,2,Salaried,2,3,3,0,4,0,52,540.0,male,Deluxe,1,Manager,429270.0,Married,Has Car,1
1301,Self Enquiry,2,Salaried,3,3,4,0,4,0,49,960.0,male,Standard,24,Senior Manager,370815.0,Married,No Car,2
1302,Self Enquiry,1,Salaried,2,3,3,0,3,0,58,540.0,male,Deluxe,5,VP,473775.0,Married,Has Car,1
1303,Self Enquiry,2,Salaried,2,3,4,0,4,0,21,900.0,male,Deluxe,3,Manager,250485.0,Divorced,Has Car,1
1304,Company Invited,2,Salaried,2,3,3,0,4,0,54,1020.0,female,Deluxe,4,Manager,300000.0,Married,Has Car,1
1305,Company Invited,3,Salaried,2,3,3,0,4,0,40,780.0,male,Deluxe,1,Manager,300000.0,Married,No Car,1
1306,Self Enquiry,2,Salaried,2,3,3,0,3,0,42,660.0,male,Deluxe,5,Manager,260760.0,Married,No Car,1
1307,Self Enquiry,2,Salaried,2,3,3,0,4,0,51,780.0,male,Deluxe,3,Manager,315915.0,Married,No Car,1
1308,Self Enquiry,2,Salaried,3,3,3,0,4,0,33,1920.0,male,Deluxe,2,Manager,332490.0,Married,Has Car,2
1309,Self Enquiry,2,Salaried,2,3,3,0,4,0,40,540.0,female,Deluxe,12,Manager,338925.0,Divorced,No Car,1
1310,Company Invited,2,Salaried,2,3,3,0,3,0,36,960.0,male,Deluxe,3,Manager,344715.0,Divorced,No Car,1
1311,Self Enquiry,2,Salaried,2,3,4,0,3,0,58,480.0,male,King,4,VP,508365.0,Divorced,Has Car,1
1312,Company Invited,2,Salaried,3,3,3,0,4,0,42,900.0,male,Deluxe,20,AVP,473235.0,Single,Has Car,2
1313,Self Enquiry,2,Salaried,2,4,3,0,4,0,23,1200.0,male,Deluxe,3,Manager,313725.0,Single,No Car,1
1314,Self Enquiry,2,Salaried,2,3,3,0,4,0,36,780.0,male,Deluxe,3,Manager,293580.0,Married,Has Car,1
1315,Company Invited,2,Salaried,2,3,3,0,4,0,37,1620.0,female,Deluxe,3,Manager,309060.0,Married,Has Car,1
1316,Company Invited,2,Salaried,2,3,3,0,3,0,35,960.0,male,Deluxe,2,Manager,306345.0,Married,Has Car,1
1317,Self Enquiry,2,Salaried,2,3,3,0,4,0,29,960.0,female,Standard,1,Senior Manager,348930.0,Married,Has Car,1
1318,Company Invited,2,Salaried,2,4,3,0,4,0,30,540.0,male,Basic,2,Executive,321180.0,Married,Has Car,1
1319,Self Enquiry,2,Salaried,2,3,4,0,4,0,50,900.0,female,Standard,5,Senior Manager,370785.0,Married,Has Car,1
1320,Self Enquiry,2,Salaried,2,3,3,0,4,0,37,1980.0,male,Deluxe,5,Manager,309855.0,Single,No Car,1
1321,Self Enquiry,2,Small Business,2,3,3,1,4,0,41,1500.0,male,Deluxe,3,Manager,400000.0,Married,No Car,1
1322,Company Invited,2,Small Business,2,3,3,1,4,1,22,420.0,male,Basic,2,Executive,258570.0,Married,Has Car,1
1323,Company Invited,2,Small Business,2,3,4,1,3,1,52,540.0,male,Standard,1,Senior Manager,393675.0,Divorced,No Car,1
1324,Self Enquiry,2,Small Business,2,3,3,1,3,0,40,1440.0,male,Deluxe,5,Manager,360000.0,Single,No Car,1
1325,Company Invited,2,Salaried,2,3,3,1,4,0,36,2040.0,male,Deluxe,2,Manager,321390.0,Married,No Car,1
1326,Self Enquiry,1,Small Business,2,5,3,0,2,1,40,480.0,male,Basic,2,Executive,262230.0,Single,Has Car,1
1327,Company Invited,1,Salaried,2,5,3,0,2,0,59,480.0,male,Deluxe,1,AVP,557625.0,Divorced,Has Car,1
1328,Company Invited,1,Small Business,2,5,3,0,1,0,37,1020.0,female,Deluxe,3,AVP,374295.0,Divorced,Has Car,1
1329,Self Enquiry,1,Small Business,2,5,3,0,2,0,60,480.0,female,Basic,7,Executive,353370.0,Divorced,No Car,1
1330,Company Invited,1,Small Business,2,5,3,0,1,1,30,480.0,female,Basic,2,Executive,294255.0,Single,No Car,1
1331,Self Enquiry,1,Small Business,2,5,3,0,1,0,54,360.0,male,Deluxe,3,Senior Manager,345450.0,Single,Has Car,1
1332,Company Invited,1,Small Business,2,3,3,0,5,0,38,780.0,male,Deluxe,6,Manager,312825.0,Married,Has Car,1
1333,Self Enquiry,1,Large Business,2,3,3,0,4,1,30,420.0,male,Basic,1,Executive,257625.0,Married,No Car,1
1334,Company Invited,1,Small Business,2,3,3,0,3,0,40,1020.0,female,Basic,2,Executive,260535.0,Single,Has Car,1
1335,Self Enquiry,2,Small Business,3,3,3,0,1,0,45,540.0,male,Basic,5,Executive,300000.0,Divorced,No Car,2
1336,Company Invited,2,Small Business,2,4,3,0,4,1,28,1740.0,male,Basic,2,Executive,326025.0,Married,No Car,1
1337,Self Enquiry,1,Salaried,2,3,3,0,3,0,34,600.0,male,Deluxe,3,Manager,326130.0,Single,No Car,1
1338,Self Enquiry,1,Salaried,2,4,3,0,4,1,48,600.0,female,Basic,16,Executive,262650.0,Married,No Car,1
1339,Company Invited,1,Salaried,2,3,3,0,3,0,33,1620.0,female,Deluxe,2,Manager,345030.0,Single,Has Car,1
1340,Company Invited,1,Salaried,2,3,3,0,4,0,42,1320.0,male,Deluxe,20,Manager,337215.0,Married,No Car,1
1341,Company Invited,1,Salaried,2,3,3,0,4,0,31,780.0,male,Deluxe,5,Manager,310000.0,Married,Has Car,1
1342,Self Enquiry,1,Salaried,3,3,3,0,4,0,40,480.0,female,Basic,5,Executive,271830.0,Married,Has Car,2
1343,Self Enquiry,1,Salaried,2,3,3,0,3,0,19,660.0,male,Basic,2,Executive,247350.0,Single,Has Car,1
